vid,start,end,text
Kc2a3s-7G5w,0,740,Ừ
Kc2a3s-7G5w,740,5990,anh và tính là nhìn em rất là xinh rồi
Kc2a3s-7G5w,7760,13490,sin rồi sin hơi với
Kc2a3s-7G5w,13580,17449,xin về bố
Kc2a3s-7G5w,17449,20670,kiện không được khuôn mặt được hàng khó
Kc2a3s-7G5w,20670,22490,lắm mà Đừng mà
Kc2a3s-7G5w,22490,28910,mưa lại mệt và lỗi này là vui đấy
Kc2a3s-7G5w,29090,31279,đâu Kiểu gì
Kc2a3s-7G5w,31279,35030,để như nào là quyền nên chọn
Kc2a3s-7G5w,35030,38690,một bữa nay bố đi mà người nếu đến
Kc2a3s-7G5w,38690,41120,mày có biết bố mày là ai không
Kc2a3s-7G5w,41120,43129,nghe Bây giờ anh
Kc2a3s-7G5w,43129,48320,làm chi nhất là các bạn nhớ là
Kc2a3s-7G5w,53030,58829,đó tổ kén tâm đoạn II
Kc2a3s-7G5w,60010,61620,em
Kc2a3s-7G5w,61620,65100,đi làm gì rồi
Kc2a3s-7G5w,65100,71368,nhấp nhô nãy giờ rồi tôi đâu Tôi không
Kc2a3s-7G5w,75030,79619,được luôn vẫn to nhá Thứ
Kc2a3s-7G5w,79619,82780,hai là chỗ ghi ngay chưa em Nói đi nói
Kc2a3s-7G5w,82780,84610,lần lượt là người chồng mới được không
Kc2a3s-7G5w,84610,86890,được uống thử thôi cảm ơn dừng nó không
Kc2a3s-7G5w,86890,89399,bỏ luôn không
Kc2a3s-7G5w,89399,93340,nói luôn hỗ trợ hôm trước vừa quay hôm
Kc2a3s-7G5w,93340,96060,trước một quay chưa điều này nhiều hỏi
Kc2a3s-7G5w,96060,99190,đi đi cho nó không lên mạng xem lại nhìn
Kc2a3s-7G5w,99190,100050,nhá
Kc2a3s-7G5w,100050,104789,game mạng hay đi lại kêu mày đúng không
Kc2a3s-7G5w,104789,110429,cưới nhau đi anh sẽ tìm lại cá
Kc2a3s-7G5w,111750,114420,chắc
Kc2a3s-7G5w,114420,117310,chắn bền và nó lên mà to lên anh chưa
Kc2a3s-7G5w,117310,122630,mặc lên trên dàn Nam Định 12 2008 và hay
Kc2a3s-7G5w,122630,128660,cả đái 2008 được hả oán yêu nhà mình lại
Kc2a3s-7G5w,128660,131269,là số tối hôm nay tôi đang ở sông máu ơi
Kc2a3s-7G5w,131269,135349,bây giờ ai ai làm con nào áo trắng đây
Kc2a3s-7G5w,135349,137480,đúng không Con chỉ có lúc này từ lên rồi
Kc2a3s-7G5w,137480,138760,đúng không
Kc2a3s-7G5w,138760,144080,Anh chỉ đùa đó OK Mời em nào Trời ơi bạn
Kc2a3s-7G5w,144080,146930,ấy nói giọng miền Nam em đến từ đâu Nhà
Kc2a3s-7G5w,146930,149170,em đến từ Tiền Giang hả
Kc2a3s-7G5w,149170,152450,Niềm Đau miền Tây miền Tây miền Tây tiền
Kc2a3s-7G5w,152450,153950,ra là có trận nổi đúng không cho nó Cái
Kc2a3s-7G5w,153950,157099,Bè đúng không em là hạnh phúc đi họ anh
Kc2a3s-7G5w,157099,159650,đi tìm ra rồi anh cũng bay từ trong này
Kc2a3s-7G5w,159650,162880,ra em sinh năm bao nhiêu vậy hai đứa ra
Kc2a3s-7G5w,162880,167900,H3 Ok thế là gì nào thì em có mấy mấy
Kc2a3s-7G5w,167900,171620,Ngọc thì bị Ngọc Minh không 203 rồi đến
Kc2a3s-7G5w,171620,175239,tiền gian mẹ về
Kc2a3s-7G5w,176380,180030,cũng thấy vui không
Kc2a3s-7G5w,180030,182090,Xin
Kc2a3s-7G5w,182300,185519,[âm nhạc]
Kc2a3s-7G5w,186170,191660,chào cậu Hihi đói lắm rồi
Kc2a3s-7G5w,193550,197160,uống Trời ơi cái thằng chân tình thì mày
Kc2a3s-7G5w,197160,200090,đang làm cái quái gì vậy hả
Kc2a3s-7G5w,200270,204450,anh Sao em anh ấy các ba đến vụ mạnh mẽ
Kc2a3s-7G5w,204450,207420,và bông hoa em ạ Uống Trời ơi đi Đấy bắt
Kc2a3s-7G5w,207420,209390,cá heo
Kc2a3s-7G5w,209390,212150,anh bị Hoàng
Kc2a3s-7G5w,212150,214160,nhiều quá nhiều quá
Kc2a3s-7G5w,214160,217090,và định rồi vào sẽ làm việc
Kc2a3s-7G5w,217090,220229,[âm nhạc]
Kc2a3s-7G5w,222019,225650,uống thử thôi đừng ghét đây rồi
Kc2a3s-7G5w,225650,229910,có ở cái tập sắp
Kc2a3s-7G5w,229910,233550,sửa người có hành vi nguy cơ bao lâu lâu
Kc2a3s-7G5w,233550,237739,Xem ngoài khi tỏ tình
Kc2a3s-7G5w,237739,240810,660 tócchăm sóc đấy ở
Kc2a3s-7G5w,240810,245670,trường chưa uống thử thôi dẹp đây
Kc2a3s-7G5w,250019,252720,Sơn rồi đấy ấy
Kc2a3s-7G5w,252720,255090,[âm nhạc]
Kc2a3s-7G5w,255090,258970,chắc Thật ra đây các bạn đừng ngồi xuống
Kc2a3s-7G5w,258970,262230,một mức mới lạ lùng xuống điện
Kc2a3s-7G5w,262230,264090,[âm nhạc]
Kc2a3s-7G5w,264090,268860,thế nào rồi xuống nào quá đấy
Kc2a3s-7G5w,269910,273360,ok chưa
Kc2a3s-7G5w,273810,276370,Em còn này xô người đến sau vì các bạn ý
Kc2a3s-7G5w,276370,279039,đến nơi và xếp hàng khi mái vừa ôm đến
Kc2a3s-7G5w,279039,280530,từ Tiền Giang vẫn là ban chấp hành luôn
Kc2a3s-7G5w,280530,286530,đó em này đẹp trai miền Bắc thế nào
Kc2a3s-7G5w,287340,289470,Rất là
Kc2a3s-7G5w,289470,292139,ngon
Kc2a3s-7G5w,292139,296680,da thật ra những các bạn ơi bạn mà còn
Kc2a3s-7G5w,296680,299800,cho ra nào giờ ra các bạn đứng thẳng ra
Kc2a3s-7G5w,299800,302020,trong Ồ
Kc2a3s-7G5w,308110,313129,thật chứ không phải được Bố ơi Ok mà tôi
Kc2a3s-7G5w,313129,315800,là anh muốn hỏi một chút nữa em đã bao
Kc2a3s-7G5w,315800,320900,giờ yêu tra nhưng bác sĩ chưa chưa đến
Kc2a3s-7G5w,320900,323860,thử một sao bảo ngon có rảnh
Kc2a3s-7G5w,323860,327889,chị đang ở nhà em bằng lái nó coi Người
Kc2a3s-7G5w,327889,330169,Nhện ở đâu nhưng bạn nào ra tao đi vào
Kc2a3s-7G5w,330169,332199,đây đang cho nào 3 và này
Kc2a3s-7G5w,332199,335479,lại đi tại vì bây giờ mà nhưng mà lâu
Kc2a3s-7G5w,335479,338930,chưa Em ra đây được một tháng tôi một
Kc2a3s-7G5w,338930,341090,Thỏ có ở Hà Nội luôn Không nhé Không của
Kc2a3s-7G5w,341090,344389,em đi du lịch coi làm là bài hát về vai
Kc2a3s-7G5w,344389,347270,đó du lịch vào tháng 10 à Em chưa hình
Kc2a3s-7G5w,347270,350169,trên lâu ấy ty được
Kc2a3s-7G5w,350169,352330,Ok
Kc2a3s-7G5w,352330,355610,mẹ ơi Không có đi ra đi vào thấy ông bảo
Kc2a3s-7G5w,355610,360720,ông đi ra đi vào đi vào yêu kiểu gì ý -
Kc2a3s-7G5w,360720,362990,mẹ con ăn gì rồi
Kc2a3s-7G5w,362990,367160,nhấp nhô Mấy giờ rồi Em đang làm gì
Kc2a3s-7G5w,367160,370160,đấy
Kc2a3s-7G5w,371920,375059,[Vỗ tay]
